spec.name,spec.name.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name,One.Reason,TSN
Ilex laevigatus,Ilex laevigatus,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,71,1,wfo-0001078498,urn:lsid:ipni.org:names:30345133-2,2000231,Ilex laevigata,species,wfo-4000018994,(Pursh) A.Gray,Aquifoliaceae,,,,Ilex,,laevigata,,species,Valid,"Manual (Gray), ed. 2. 264. 1856 [ca. 1 Sep 1856]",Accepted,,wfo-0001252573,NA,"Source in seed data: tro Updated namepublishedIn from Manual (ed. 2) 264 1856 to Manual (Gray), ed. 2. 264. 1856 [ca. 1 Sep 1856] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/t",http://www.theplantlist.org/tpl1.1/record/tro-2000231,The Aquifoliaceae TEN,A,tro-2000231,,FALSE,,,,,28000
Maianthemum canadensis,Maianthemum canadensis,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,72,1,wfo-0000691281,urn:lsid:ipni.org:names:538030-1,281332,Maianthemum canadense,species,wfo-4000022886,Desf.,Asparagaceae,,,,Maianthemum,,canadense,,species,Valid,Ann. Mus. Natl. Hist. Nat. 9: 54 (1807),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Ann. Mus. Natl. Hist. Nat. 9: 54 1807 to Ann. Mus. Natl. Hist. Nat. 9: 54 (1807), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or",http://www.theplantlist.org/tpl1.1/record/kew-281332,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-281332,,FALSE,,,,,503653
Ailanthus glandulosus,Ailanthus glandulosus,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,73,1,wfo-0001243931,urn:lsid:ipni.org:names:77227884-1,50126868,Ailanthus altissima,variety,wfo-0000524599,,Simaroubaceae,,,,Ailanthus,,altissima,altissima,variety,Valid,Unknown,Accepted,,,NA,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-50126868 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-50126868 >The Plant List v.1.0</a>,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227884-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-50126868,,TRUE,Synonym,wfo-0000524618,Ailanthus glandulosa,,28827
Aspidium acrostichoides,Aspidium acrostichoides,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,74,1,wfo-0001109261,urn:lsid:ipni.org:names:17205300-1,26602423,Polystichum acrostichoides,species,wfo-4000030832,(Michx.) Schott,Dryopteridaceae,Dryopteridoideae,,,Polystichum,,acrostichoides,,species,Valid,Gen. Fil. [Schott] ad t.9. 1834 ; & NPfl. 190,Accepted,,wfo-0001110566,NA,"Source in seed data: tro Updated namepublishedIn from Gen. Fil. sub pl. 9 1834 to Gen. Fil. [Schott] ad t.9. 1834 ; & NPfl. 190, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1",http://www.theplantlist.org/tpl1.1/record/tro-26602423,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26602423,,TRUE,Synonym,wfo-0001110563,Aspidium acrostichoides,,17675
Aspidium cristatum,Aspidium cristatum,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,75,1,wfo-0001107299,urn:lsid:ipni.org:names:17093920-1,26600145,Dryopteris cristata,species,wfo-4000012657,(L.) A.Gray,Dryopteridaceae,Dryopteridoideae,,,Dryopteris,,cristata,,species,Valid,Manual (Gray) 631. 1848,Accepted,,wfo-0001110525,NA,"Source in seed data: tro Updated namepublishedIn from Manual 631 1848 to Manual (Gray) 631. 1848 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26600145 >The Pl",http://www.theplantlist.org/tpl1.1/record/tro-26600145,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26600145,,TRUE,Synonym,wfo-0001110269,Aspidium cristatum,smallest ID,17531
Aspidium marginale,Aspidium marginale,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,76,1,wfo-0001107306,urn:lsid:ipni.org:names:30064660-2,26600153,Dryopteris marginalis,species,wfo-4000012657,(L.) A.Gray,Dryopteridaceae,Dryopteridoideae,,,Dryopteris,,marginalis,,species,Valid,Manual (Gray) 632. 1848 [10 Feb 1848],Accepted,,wfo-0001110521,NA,"Source in seed data: tro Updated namepublishedIn from Manual 632 1848 to Manual (Gray) 632. 1848 [10 Feb 1848] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26",http://www.theplantlist.org/tpl1.1/record/tro-26600153,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26600153,,TRUE,Synonym,wfo-0001110522,Aspidium marginale,,17541
Aspidium novaboracense,Aspidium novaboracense,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,77,1,wfo-0001109425,urn:lsid:ipni.org:names:17263040-1,26602617,Thelypteris noveboracensis,species,wfo-4000038147,Nieuwl.,Thelypteridaceae,Thelypteridoideae,,,Thelypteris,,noveboracensis,,species,Valid,Amer. Midl. Naturalist 1(8): 226. 1910 [15 Jun 1910],Accepted,,,NA,"Source in seed data: tro Updated scientificnameAuthorship from (L.) Nieuwl. to Nieuwl., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26602617 >The Plant List v.",http://www.theplantlist.org/tpl1.1/record/tro-26602617,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26602617,,TRUE,Synonym,wfo-0001110487,Aspidium noveboracense,,17261
Aspidium spinulosum,Aspidium spinulosum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,78,1,wfo-0001107298,urn:lsid:ipni.org:names:17390210-1,26600144,Dryopteris carthusiana,species,wfo-4000012657,(Vill.) H.P.Fuchs,Dryopteridaceae,Dryopteridoideae,,,Dryopteris,,carthusiana,,species,Valid,Bull. Soc. Bot. France 105: 339. 1959,Accepted,,wfo-0001118597,NA,"Source in seed data: tro Updated family from Polypodiaceae to Dryopteridaceae, information provided by Alan E. on email April 28, 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26600144 >The Plant List v.1.1.</a",http://www.theplantlist.org/tpl1.1/record/tro-26600144,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26600144,,TRUE,Synonym,wfo-0001111010,Aspidium spinulosum,,502157
Aspidium thelypteris,Aspidium thelypteris,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,79,1,wfo-0001107441,urn:lsid:ipni.org:names:17226930-1,26600347,Thelypteris palustris,species,wfo-4000038147,Schott,Thelypteridaceae,Thelypteridoideae,,,Thelypteris,,palustris,,species,Valid,Gen. Fil. [Schott] ad t.10. 1834,Accepted,,,NA,"Source in seed data: tro Updated scientificnameAuthorship from (A.Gray) Schott to Schott, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26600347 >The Plant List ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17226930-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26600347,,TRUE,Synonym,wfo-0001110490,Aspidium thelypteris,,17251
Asplenium filix-foemina,Asplenium filix-foemina,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,80,1,wfo-0001112807,urn:lsid:ipni.org:names:77186193-1,26607044,Athyrium filix-femina,subspecies,wfo-0001107233,,Aspleniaceae,,,,Athyrium,,filix-femina,filix-femina,subspecies,Valid,,Accepted,,,NA,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26607044 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-26607044 >The Plant List v.1.0</a>,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77186193-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26607044,,TRUE,Synonym,wfo-0001110190,Asplenium filix-femina,,17412
Asplenium thelypteroide,Asplenium thelypteroide,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,81,1,wfo-0001114364,urn:lsid:ipni.org:names:77978-2,26608777,Deparia acrostichoides,species,wfo-4000011154,(Sw.) M.Kato,Athyriaceae,,,,Deparia,,acrostichoides,,species,Valid,Ann. Carnegie Mus. 49: 177. 1980,Accepted,,wfo-0001110430,NA,"Source in seed data: tro Updated namepublishedIn from Ann. Carnegie Mus. 49(11): 177 1980 to Ann. Carnegie Mus. 49: 177. 1980 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.",http://www.theplantlist.org/tpl1.1/record/tro-26608777,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26608777,,TRUE,Synonym,wfo-0000154964,Asplenium thelypteroides,,501994
Athyrium pycnocarpon,Athyrium pycnocarpon ,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,82,1,wfo-0001114341,urn:lsid:ipni.org:names:123746-2,26608753,Diplazium pycnocarpon,species,wfo-4000018166,(Spreng.) Pic.Serm.,Diplaziopsidaceae,,,,Homalosorus,,pycnocarpos,,species,Valid,Webbia 31(1): 246. 1977,Accepted,,wfo-0001110435,NA,"Source in seed data: tro Updated family from Aspleniaceae to Diplaziopsidaceaeas per parentName family, information provided by Alan E. on email Dec. 16th 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26608753 ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:123746-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26608753,,TRUE,Synonym,wfo-0001109495,Athyrium pycnocarpon,,502095
Botrychium gracile,Botrychium gracile ,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,83,1,wfo-0001111825,urn:lsid:ipni.org:names:77186264-1,26605941,Botrypus virginianus,subspecies,wfo-0001109063,,Ophioglossaceae,Botrychioideae,,,Botrychium,,virginianum,virginianum,subspecies,Valid,,Accepted,,,NA,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26605941 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-26605941 >The Plant List v.1.0</a>,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77186264-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26605941,,TRUE,Synonym,wfo-0001110636,Botrychium gracile,,1215036
Chamaecyparis sphaeroides,Chamaecyparis sphaeroides,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,84,1,wfo-0000599490,urn:lsid:ipni.org:names:54814-2,382860,Chamaecyparis thyoides,species,wfo-4000007586,"(L.) Britton, Sterns & Poggenb.",Cupressaceae,,,,Chamaecyparis,,thyoides,,species,Valid,Prelim. Cat. 71. (1888),Accepted,,wfo-0000630816,NA,"Source in seed data: wcs Update namepublishedIn from Prelim. Cat. 71 1888 to Prelim. Cat. : 71 (1888), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2715316 >The",https://padme.rbge.org.uk/wfo/wfo-0000599490,The Conifer TEN,Pinophyta,kew-2715316,,TRUE,Synonym,wfo-0000599484,Chamaecyparis sphaeroidea,,18046
Cystopteris bulbifera,Cystopteris bulbifera ,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,85,1,wfo-0001109558,urn:lsid:ipni.org:names:17076360-1,26602771,Cystopteris bulbifera,species,wfo-4000010579,(L.) Bernh.,Cystopteridaceae,,,,Cystopteris,,bulbifera,,species,Valid,Neues J. Bot. 1(2): 10. 1806 ; & HB. 103. Chr. 281. NPfl. 164.,Accepted,,wfo-0001110205,NA,"Source in seed data: tro Updated namepublishedIn from Neues J. Bot. 1(2): 10 1806 to Neues J. Bot. 1(2): 10. 1806 ; & HB. 103. Chr. 281. NPfl. 164., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.t",http://www.theplantlist.org/tpl1.1/record/tro-26602771,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26602771,,FALSE,,,,,17481
Cystopteris fragilis var.dentata,Cystopteris fragilis var.dentata,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,86,1,wfo-0001111187,urn:lsid:ipni.org:names:137772-3,26604941,Cystopteris fragilis,subspecies,wfo-0001107276,,Cystopteridaceae,,,,Cystopteris,,fragilis,fragilis,subspecies,Valid,Flora Tasmaniae 2 1859 [29 Dec 1859],Accepted,,,NA,"Source in seed data: tro Updated namepublishedin from Unknown to Flora Tasmaniae 2 1859 [29 Dec 1859] , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26604941 >T",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:137772-3,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26604941,,TRUE,Synonym,wfo-0001232388,Cystopteris fragilis var. dentata,,17482
Dicksonia pilosiuscula,Dicksonia pilosiuscula,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,87,1,wfo-0001107280,urn:lsid:ipni.org:names:30045598-2,26600125,Dennstaedtia punctilobula,species,wfo-4000011137,(Michx.) T.Moore,Dennstaedtiaceae,,,,Dennstaedtia,,punctilobula,,species,Valid,Index Fil. : xcvii (1857),Accepted,,wfo-0001110595,NA,"Source in seed data: tro Update namepublishedIn from Index Fil. xcvii 1857 to Index Fil. : xcvii (1857), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26600125 >",http://www.theplantlist.org/tpl1.1/record/tro-26600125,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26600125,,TRUE,Synonym,wfo-0001110596,Dicksonia pilosiuscula,,17491
Equisetum hymale,Equisetum hymale,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,88,1,wfo-0000748047,urn:lsid:ipni.org:names:92939-2,1024888,Equisetum hyemale,species,wfo-4000013663,L.,Equisetaceae,,,,Equisetum,,hyemale,,species,Valid,Sp. Pl. : 1062 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 1062 1753 to Sp. Pl. : 1062 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2902170 >The Pl",http://www.theplantlist.org/tpl1.1/record/kew-2902170,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,kew-2902170,,FALSE,,,,,17154
Equisetum limosom,Equisetum limosom,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,89,1,wfo-0001108916,urn:lsid:ipni.org:names:30041462-2,26602005,Equisetum fluviatile,species,wfo-4000013663,L.,Equisetaceae,,,,Equisetum,,fluviatile,,species,Valid,Sp. Pl. : 1062 (1753),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Sp. Pl. 2: 1062 1753 to Sp. Pl. : 1062 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26602005 >The P",http://www.theplantlist.org/tpl1.1/record/tro-26602005,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26602005,,TRUE,Synonym,wfo-0001110236,Equisetum limosum,,17150
Larix americana,Larix americana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,90,1,wfo-0000443246,urn:lsid:ipni.org:names:30017098-2,379072,Larix laricina,species,wfo-4000020607,(Du Roi) K.Koch,Pinaceae,,,,Larix,,laricina,,species,Valid,Dendrologie 2 (2): 263. (1873),Accepted,,wfo-0000481066,NA,"Source in seed data: wcs Updated majorGroup from A to G, information provided by Alan E. on email Nov. 08 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2493793 >The Plant List v.1.1.</a> Originally in <a href=h",https://padme.rbge.org.uk/wfo/wfo-0000443246,The Conifer TEN,Pinophyta,kew-2493793,,TRUE,Synonym,wfo-0000443382,Larix americana,,183412
Marsilia quadrifolia,Marsilia quadrifolia,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,91,1,wfo-0001109027,urn:lsid:ipni.org:names:17145350-1,26602150,Marsilea quadrifolia,species,wfo-4000023208,L.,Marsileaceae,,,,Marsilea,,quadrifolia,,species,Valid,Sp. Pl. : 1099 (1753),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Sp. Pl. 2: 1099–1100 1753 to Sp. Pl. : 1099 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26602150",http://www.theplantlist.org/tpl1.1/record/tro-26602150,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26602150,,FALSE,,,,,17995
Osmunda cinnamomen,Osmunda cinnamomen,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,92,1,wfo-0001113307,urn:lsid:ipni.org:names:60447721-2,26607565,Osmundastrum cinnamomeum,species,wfo-4000027399,(L.) C.Presl,Osmundaceae,,,,Osmundastrum,,cinnamomeum,,species,Valid,Gefässbundel Farrn : 18 (1847),Accepted,,wfo-0001109065,NA,"Source in seed data: tro Update namepublishedIn from Gefässbüdel Farrn 18 1847 to Gefässbundel Farrn : 18 (1847), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tr",http://www.theplantlist.org/tpl1.1/record/tro-26607565,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",Polypodiophyta,tro-26607565,,TRUE,Synonym,wfo-0001109065,Osmunda cinnamomea,,1012094
Picea alba,Picea alba,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,93,1,wfo-0000482539,urn:lsid:ipni.org:names:195874-2,380651,Picea glauca,species,wfo-4000029600,(Moench) Voss,Pinaceae,,,,Picea,,glauca,,species,Valid,Mitt. Deutsch. Dendrol. Ges. 16: 93. (1907),Accepted,,wfo-0000481470,NA,"Source in seed data: wcs Updated majorGroup from A to G, information provided by Alan E. on email Nov. 08 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2563473 >The Plant List v.1.1.</a> Originally in <a href=h",https://padme.rbge.org.uk/wfo/wfo-0000482539,The Conifer TEN,Pinophyta,kew-2563473,,TRUE,Synonym,wfo-0000482006,Picea alba,,183294
